index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
206335,2008-05-19,07:00,0.0,951.6,951.8,951.5,-9999,17.3,15.5,18.3,17.3,16.1,15.5,90,86,89,72,1.5,0.2,CO,GO,MONTE ALEGRE DE GOIAS,A032,-13.24805555,-46.88972221,1253.0
132746,2008-12-28,02:00,5.8,910.5,910.8,910.2,-9999,19.9,19.0,20.2,19.7,19.4,18.8,95,95,95,26,6.5,2.3,CO,GO,CATALAO,A034,-18.15777777,-47.92638888,890.0
241582,2019-07-30,22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,NOVA ANDRADINA,S713,-22.078528,-53.465889,372.0
296281,2017-10-19,20:00,0.0,920.0,920.0,919.6,439,31.1,7.3,32.0,31.1,7.7,6.8,23,21,23,27,5.4,1.8,CO,GO,POSSE,A017,-14.08916666,-46.36638888,834.0
138919,2020-01-05,18:00,0.0,969.6,971.0,969.6,2634,34.9,27.8,35.2,32.4,29.2,27.4,80,65,67,284,11.5,3.9,CO,MT,NOVA MARINGA,A928,-13.038642,-57.092201,334.36
349001,2007-10-08,17:00,0.0,900.9,902.0,900.9,3222,31.7,5.4,32.6,30.5,8.9,5.4,25,19,19,94,12.8,5.5,CO,GO,LUZIANIA,A012,-16.27222222,-47.96638889,959.5
296950,2017-11-16,17:00,0.0,920.2,921.1,920.2,1887,28.9,14.5,29.8,28.4,15.0,13.3,44,36,41,281,5.4,1.6,CO,GO,POSSE,A017,-14.08916666,-46.36638888,834.0
220700,2019-01-07,09:00,0.0,955.6,955.6,954.9,13,20.2,19.3,20.5,20.1,19.6,19.3,95,94,95,190,0.0,0.0,CO,GO,GOIAS,A014,-15.939729,-50.141433,512.86
29338,2020-08-27,08:00,0.0,955.0,955.0,954.6,-9999,18.9,2.4,22.3,18.9,2.4,1.2,33,25,33,210,4.8,0.2,CO,GO,GOIAS,A014,-15.93972221,-50.14138888,512.86
43165,2019-03-18,02:00,0.0,952.0,952.0,951.6,3538,24.3,21.6,24.4,23.4,21.9,21.3,89,85,85,-9999,3.1,1.6,CO,MS,CAMPO GRANDE,A702,-20.447195,-54.722615,528.47
31400,2010-04-26,22:00,0.0,967.7,967.7,967.3,21,19.2,17.9,19.9,18.9,18.1,17.6,93,89,92,245,3.0,0.7,CO,MS,SETE QUEDAS,A751,-23.96694443,-55.02416666,402.0
28458,2009-03-23,00:00,0.0,923.2,923.2,922.7,-9999,21.3,19.3,21.5,21.3,19.5,19.3,90,88,89,276,4.0,2.2,CO,GO,RIO VERDE,A025,-17.78583333,-50.98138888,782.0
73810,2009-06-05,10:00,0.0,979.7,979.7,979.0,-9999,19.1,18.2,20.5,19.0,18.8,17.8,95,90,94,129,1.9,0.0,CO,MT,CARLINDA,A926,-10.00527777,-55.79055555,306.0
219486,2019-07-27,17:00,0.0,943.1,944.3,943.1,2371,26.7,6.6,27.5,25.3,7.3,5.9,29,27,28,64,8.9,4.4,CO,GO,GOIANESIA,A022,-15.22027777,-48.98999999,667.01
159661,2015-07-26,15:00,0.0,975.8,976.5,975.8,2484,21.1,13.7,21.1,17.3,15.4,12.7,85,63,63,105,2.9,0.4,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
168971,2019-12-24,00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,GO,SAO MIGUEL DO ARAGUAIA,A031,-12.820489,-50.335969,210.0
112641,2013-06-28,17:00,0.0,920.8,921.7,920.8,2772,28.5,9.1,30.0,28.4,9.3,8.4,30,27,30,26,5.9,2.5,CO,GO,POSSE,A017,-14.08916666,-46.36638888,834.0
265653,2018-09-15,19:00,0.0,972.5,973.0,972.4,2378,27.7,14.9,28.4,27.1,15.4,14.0,48,42,46,267,5.4,2.1,CO,MS,IGUATEMI,S709,-23.64444444,-54.57027777,319.0
386789,2012-04-11,05:00,0.0,973.8,973.8,973.6,-9999,22.6,21.2,23.3,22.6,21.6,21.1,92,90,92,214,1.2,0.0,CO,MT,NOVA MARINGA,A928,-13.06555555,-57.15611111,353.0
121794,2020-01-24,05:00,0.0,982.7,983.3,982.7,3,22.5,-9999.0,22.7,22.4,22.5,21.9,100,95,-9999,-9999,-9999.0,-9999.0,CO,MS,BELA VISTA,A757,-22.10166666,-56.54083333,206.09
16226,2012-11-06,02:00,4.8,884.5,884.9,884.5,-9999,17.8,16.3,19.3,17.4,18.0,16.1,95,89,91,15,6.0,1.9,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
399687,2018-12-07,13:00,0.0,972.6,972.6,972.2,2474,28.1,14.3,28.1,24.7,15.0,13.8,54,43,43,166,6.6,3.4,CO,MS,IVINHEMA,A709,-22.30666666,-53.82722221,373.8
28677,2012-04-06,21:00,0.0,974.6,974.8,974.4,621,29.2,24.3,31.2,29.2,24.6,22.2,76,60,75,317,1.9,1.0,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
27315,2003-02-06,03:00,0.0,977.0,977.1,976.9,-9999,23.5,21.4,23.5,23.3,21.5,21.2,89,88,88,69,2.4,0.8,CO,MS,TRES LAGOAS,A704,-20.78999999,-51.71222222,313.0
175360,2019-01-07,16:00,0.0,968.2,969.3,968.2,3023,31.5,21.3,32.2,30.7,22.9,21.1,61,54,55,354,10.4,4.7,CO,MS,SANTA RITA DO PARDO,S716,-21.305889,-52.820375,383.0
294653,2021-02-07,05:00,1.2,961.3,961.9,961.3,-9999,21.4,-9999.0,21.6,21.4,-9999.0,-9999.0,-9999,-9999,-9999,306,8.0,3.7,CO,MT,SERRA NOVA DOURADA,A943,-11.98777777,-51.4261111,441.0
360755,2018-06-28,09:00,0.0,972.3,972.3,971.9,-9999,17.4,14.9,19.0,17.3,15.1,14.6,85,77,85,255,4.0,0.3,CO,MS,SANTA RITA DO PARDO,S716,-21.30583333,-52.82027777,383.0
16377,2006-12-24,09:00,0.0,921.7,921.7,921.4,-9999,20.0,19.8,20.3,19.7,20.0,19.3,98,97,98,69,1.9,1.2,CO,MS,CHAPADAO DO SUL,A730,-18.80222222,-52.60277777,818.0
91434,2015-10-11,20:00,-9999.0,961.1,961.6,961.1,1991,27.6,19.9,28.6,27.6,20.0,19.3,63,58,63,71,6.0,2.9,CO,MT,BRASNORTE (MUNDO NOVO),A927,-12.87194443,-58.38722221,431.0
147,2018-04-22,01:00,0.0,973.5,973.7,973.3,-9999,25.2,22.8,26.1,25.2,22.9,22.3,86,80,86,182,0.0,0.0,CO,MT,NOVA MARINGA,A928,-13.06555555,-57.15611111,353.0
46707,2020-04-26,03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,SELVIRIA,S717,-20.351444,-51.430222,374.0
332498,2013-08-26,02:00,0.0,976.6,976.8,976.4,-9999,9.0,6.7,9.0,8.8,6.7,6.5,86,85,86,228,8.4,2.9,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
20637,2006-06-19,21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
29350,2021-01-23,22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,GO,ARAGARCAS,A013,-15.90277777,-52.24527777,327.35
349267,2016-10-05,19:00,0.0,935.8,936.3,935.7,1916,24.0,15.0,25.6,23.8,16.7,14.9,63,54,57,210,5.7,2.5,CO,MS,PONTA PORA,A703,-22.5525,-55.71638888,675.0
240862,2011-03-21,22:00,0.0,921.5,921.5,921.3,28,22.3,21.2,23.4,22.3,21.3,20.4,94,84,93,48,7.8,3.6,CO,GO,RIO VERDE,A025,-17.78583333,-50.98138888,782.0
321409,2016-04-10,03:00,0.0,899.7,899.9,899.7,-9999,22.1,14.7,22.1,19.7,15.1,14.7,74,63,63,107,4.0,2.1,CO,DF,AGUAS EMENDADAS,A045,-15.59638888,-47.62583332,1200.0
382429,2012-10-12,13:00,0.0,985.3,985.3,984.8,2118,26.2,15.8,26.3,24.7,16.4,15.1,59,52,53,176,8.4,3.7,CO,MT,PONTES E LACERDA,A937,-15.25111111,-59.34666666,256.0
123169,2008-10-26,01:00,0.0,995.9,995.9,995.2,-9999,31.1,21.0,32.8,31.1,21.0,19.7,55,46,55,25,4.4,2.5,CO,MS,PORTO MURTINHO,A723,-21.70583333,-57.88666666,85.0
64438,2011-05-10,22:00,0.0,899.8,899.8,899.2,-9999,17.1,11.5,20.0,16.7,12.4,11.4,74,60,69,92,2.9,1.9,CO,DF,AGUAS EMENDADAS,A045,-15.59638888,-47.62583332,1200.0
16776,2012-11-29,00:00,0.0,884.0,884.1,882.9,-9999,19.9,19.0,20.5,19.9,19.1,18.9,95,92,95,350,5.3,3.2,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
310784,2010-11-11,08:00,0.2,911.9,911.9,911.2,-9999,19.4,18.2,19.5,19.2,18.3,18.0,93,93,93,205,2.6,0.2,CO,GO,CATALAO,A034,-18.15777777,-47.92638888,890.0
83557,2019-10-27,02:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,PORTO ESTRELA,A935,-15.32472221,-57.22583332,147.75
89606,2007-04-22,14:00,0.0,924.4,924.9,924.4,2774,27.1,17.7,27.4,25.7,19.2,17.7,66,55,56,46,8.2,4.4,CO,MS,CHAPADAO DO SUL,A730,-18.80222222,-52.60277777,818.0
137029,2010-05-30,13:00,0.0,941.4,941.5,941.3,1831,26.7,13.0,26.9,24.0,13.7,12.6,52,42,43,8,2.4,1.0,CO,GO,PARAUNA,A027,-16.94583333,-50.42527777,678.0
40326,2011-08-09,06:00,0.0,937.7,938.2,937.7,-9999,25.2,14.9,25.8,25.1,14.9,14.4,53,50,53,352,7.6,3.9,CO,MS,PONTA PORA,A703,-22.5525,-55.71638888,675.0
62742,2017-03-01,06:00,0.0,878.7,879.1,878.6,-9999,18.5,16.5,18.6,18.5,16.6,16.4,89,87,89,305,6.0,3.3,CO,GO,CRISTALINA,A036,-16.78805555,-47.61166666,1202.0
154567,2020-08-06,07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,NOVA ANDRADINA,S713,-22.078528,-53.465889,372.0
149148,2012-03-22,12:00,0.0,981.5,981.5,980.5,559,24.9,23.8,25.0,23.8,24.2,23.5,98,93,93,318,1.4,0.2,CO,MT,JUARA,A914,-11.28027777,-57.52666666,260.0
83108,2020-06-17,20:00,0.0,961.7,962.0,961.7,85,26.5,15.4,28.3,26.4,16.4,15.1,51,46,51,34,10.4,4.1,CO,MS,CAARAPO,S706,-22.657056,-54.819306,456.0
296711,2016-06-18,01:00,0.0,941.7,941.7,941.2,-9999,19.3,8.3,19.9,19.3,8.8,8.1,49,47,49,286,1.9,0.0,CO,GO,PARAUNA,A027,-16.94583333,-50.42527777,678.0
283923,2018-06-17,03:00,0.0,988.0,988.3,988.0,-9999,20.7,18.0,21.2,20.6,18.5,17.9,85,83,85,186,3.6,1.4,CO,MT,COTRIGUACU,A919,-9.90611111,-58.57194443,261.0
235880,2009-11-25,14:00,0.0,977.7,977.9,977.7,2608,29.8,21.8,30.0,28.8,23.5,21.5,72,61,62,179,4.8,1.5,CO,MT,RONDONOPOLIS,A907,-16.45,-54.56666666,284.0
232093,2008-08-13,13:00,0.0,961.4,961.5,961.0,1947,30.3,7.9,31.1,26.8,9.9,7.0,33,22,25,14,9.1,5.0,CO,MT,PARANATINGA,A915,-14.42138888,-54.03527777,474.0
109013,2011-03-03,05:00,-9999.0,940.7,941.1,940.7,-9999,22.0,21.0,22.2,22.0,21.1,21.0,94,94,94,46,7.2,5.1,CO,MT,ITIQUIRA,A933,-17.29722221,-54.83722221,585.0
69341,2014-09-06,08:00,0.0,963.1,963.1,963.0,0,21.7,19.8,22.1,21.6,19.9,19.7,90,86,89,208,12.9,3.9,CO,MT,AGUA BOA,A908,-14.01611111,-52.21222222,432.0
135230,2010-03-16,14:00,0.0,940.0,940.2,940.0,1937,27.2,21.9,27.3,25.5,22.2,21.3,78,73,73,145,5.0,1.5,CO,GO,PARAUNA,A027,-16.94583333,-50.42527777,678.0
94571,2019-10-18,11:00,0.0,952.6,952.6,952.0,500,25.0,19.4,25.0,22.1,20.2,18.9,83,71,71,299,0.0,0.0,CO,GO,ITAPACI,A015,-14.979792,-49.539977,551.16
268172,2020-07-12,20:00,0.0,973.5,973.5,973.1,801,28.3,16.8,30.4,28.3,16.9,15.9,50,43,50,277,6.8,2.2,CO,MS,IGUATEMI,S709,-23.644481,-54.570289,319.0
409671,2013-06-17,15:00,-9999.0,972.5,973.1,972.5,2152,30.5,19.1,31.5,29.9,19.9,17.7,51,46,51,24,5.7,2.8,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
331145,2010-03-09,17:00,0.0,944.4,945.4,944.4,3527,32.1,18.3,32.1,30.4,21.0,18.3,56,44,44,337,7.8,2.0,CO,MT,ITIQUIRA,A933,-17.29722221,-54.83722221,585.0
103043,2018-12-12,05:00,0.0,932.8,933.2,932.7,-9999,22.2,19.4,22.6,22.2,19.5,19.3,84,83,84,34,6.0,4.0,CO,MS,COSTA RICA,A760,-18.82277777,-53.26722221,730.0
224246,2016-07-12,14:00,0.0,959.9,960.3,959.9,2042,28.3,13.0,29.0,24.3,13.7,12.7,49,38,39,341,0.0,0.0,CO,MS,CASSILANDIA,A742,-19.12249999,-51.72083332,516.0
293742,2016-02-15,08:00,0.0,935.2,935.2,935.0,-9999,23.0,20.7,23.4,22.9,21.5,20.7,91,86,87,332,7.2,3.5,CO,GO,PARAUNA,A027,-16.94583333,-50.42527777,678.0
328804,2020-06-07,04:00,0.0,948.1,948.3,948.1,-9999,22.3,17.0,22.3,21.2,17.2,16.9,77,72,72,1,3.6,2.8,CO,GO,EDEIA,A029,-17.33694444,-49.91472222,608.0
183529,2010-05-03,01:00,0.0,978.3,978.7,978.3,-9999,19.8,13.4,20.8,19.8,13.5,13.1,67,62,67,122,0.4,0.0,CO,MS,TRES LAGOAS,A704,-20.78999999,-51.71222222,313.0
203484,2018-11-03,12:00,0.0,968.4,968.4,968.2,1957,28.5,-9999.0,28.5,26.0,-9999.0,-9999.0,-9999,-9999,-9999,315,6.3,3.7,CO,MS,ITAPORA,S710,-22.09277777,-54.79888888,360.0
188719,2010-12-05,07:00,0.0,971.8,971.8,971.2,-9999,26.9,21.7,27.7,26.9,21.7,21.2,73,68,73,219,2.7,1.0,CO,MS,TRES LAGOAS,A704,-20.78999999,-51.71222222,313.0
273426,2012-06-28,06:00,0.0,972.4,972.8,972.4,-9999,19.3,13.2,19.9,19.2,14.3,13.2,71,66,68,117,3.9,0.1,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
321455,2020-10-17,10:00,0.0,958.3,958.3,957.4,192,22.4,18.0,22.4,21.7,18.1,17.8,79,76,76,176,0.0,0.0,CO,GO,ITUMBIARA,A035,-18.409761,-49.192061,491.17
90914,2015-09-20,04:00,0.0,962.0,962.1,962.0,-9999,27.6,11.4,27.6,27.0,13.1,11.4,42,37,37,340,2.0,1.0,CO,MT,BRASNORTE (MUNDO NOVO),A927,-12.87194443,-58.38722221,431.0
43452,2014-12-17,12:00,0.0,975.9,975.9,975.2,969,25.2,22.2,25.3,24.2,22.9,22.0,92,83,83,281,2.9,0.8,CO,MT,NOVA MARINGA,A928,-13.06555555,-57.15611111,353.0
61800,2014-10-27,03:00,0.2,905.6,905.6,905.4,-9999,18.2,17.0,18.7,18.0,17.0,16.6,93,88,93,347,2.1,0.6,CO,DF,GAMA (PONTE ALTA),A046,-15.93527777,-48.13749999,990.0
25091,2016-07-16,13:00,0.0,965.9,965.9,964.7,442,13.0,11.1,13.0,12.5,11.6,10.6,93,87,88,326,8.5,3.3,CO,MS,DOURADOS,A721,-22.19388888,-54.91138888,469.0
108405,2015-09-18,23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SAO FELIX  DO ARAGUAIA,A921,-11.61888888,-50.72777777,218.0
20238,2018-08-07,04:00,0.0,980.2,980.6,980.2,-9999,21.0,20.0,21.6,20.8,20.7,19.9,95,94,94,151,2.0,1.2,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
121403,2010-08-05,01:00,0.0,963.6,963.6,962.8,-9999,18.5,12.0,20.3,18.5,12.1,11.9,66,59,66,219,0.0,0.0,CO,MS,CASSILANDIA,A742,-19.12249999,-51.72083332,516.0
6328,2017-01-19,11:00,0.0,887.6,887.6,887.2,408,19.4,17.8,19.4,17.9,17.9,17.0,94,91,91,275,2.0,0.7,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
6759,2019-10-09,15:00,0.0,975.9,976.7,975.9,1498,29.0,19.7,29.3,28.6,19.8,19.1,58,55,57,74,5.0,2.2,CO,GO,ARAGARCAS,A013,-15.902658,-52.245172,327.35
111066,2011-05-27,18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,ITIQUIRA,A933,-17.29722221,-54.83722221,585.0
210799,2009-01-24,07:00,0.0,962.2,962.2,961.7,-9999,21.5,19.6,21.6,20.3,19.7,19.4,94,89,89,67,6.3,3.5,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
68483,2018-11-09,05:00,0.0,967.7,968.5,967.7,-9999,23.0,21.0,23.3,23.0,21.2,21.0,89,88,89,260,2.2,0.0,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
36143,2020-04-24,10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,PARANAIBA,A710,-19.695517,-51.181769,408.06
64892,2012-11-30,08:00,0.0,983.8,983.8,983.6,-9999,24.8,22.7,25.2,24.8,22.8,22.7,88,86,88,348,0.0,0.0,CO,MT,VILA BELA DA SANTISSIMA TRINDADE,A922,-15.06277777,-59.87277777,222.0
39467,2009-07-04,11:00,0.0,940.4,940.4,939.6,214,15.9,10.0,17.0,14.8,10.3,8.2,73,59,68,225,1.8,0.1,CO,MT,SANTO ANTONIO DO LESTE,A931,-14.92777777,-53.8836111,648.0
179064,2013-01-27,08:00,0.0,930.4,930.4,929.8,-9999,21.2,19.8,21.2,21.1,20.0,19.7,93,92,92,334,4.0,1.3,CO,GO,GOIANIA,A002,-16.64277777,-49.21999999,770.0
224635,2019-02-27,06:00,0.0,929.6,930.1,929.5,-9999,20.4,18.8,20.9,20.4,19.2,18.7,91,90,91,107,2.1,1.1,CO,GO,MORRINHOS,A003,-17.745066,-49.101698,751.09
100090,2018-10-01,10:00,-9999.0,960.9,960.9,960.0,54,20.0,18.9,20.0,19.5,19.0,18.5,97,93,93,236,3.7,0.8,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
125386,2021-03-06,10:00,0.0,907.3,907.3,907.0,34,18.7,18.7,18.7,18.1,18.7,18.1,100,100,100,204,0.8,0.3,CO,GO,SILVANIA,A037,-16.67972221,-48.61805554,952.0
282265,2015-07-25,03:00,0.0,972.8,973.1,972.7,-9999,18.9,18.2,19.6,18.9,18.7,18.0,96,91,96,198,10.8,5.7,CO,MS,BATAGUASSU,A759,-21.75138888,-52.47055554,387.0
156872,2014-11-28,08:00,0.0,955.6,955.6,955.0,-9999,20.4,19.7,20.6,20.4,19.8,19.7,96,96,96,301,3.6,2.2,CO,GO,SAO SIMAO,A011,-18.96666666,-50.61666666,488.51
210718,2015-05-25,00:00,1.0,937.9,938.3,937.5,-9999,21.8,20.6,22.6,21.8,21.2,20.5,93,90,92,9,5.4,1.6,CO,MS,PONTA PORA,A703,-22.5525,-55.71638888,675.0
22509,2017-07-27,21:00,0.0,932.6,932.6,932.2,647,25.4,4.4,27.2,25.4,4.6,3.7,26,23,26,86,7.1,2.7,CO,MT,CAMPO VERDE,A912,-15.52749999,-55.13555555,749.0
404983,2010-08-13,07:00,0.0,980.9,980.9,980.8,-9999,20.1,13.2,20.3,18.2,13.7,13.2,75,64,65,-9999,-9999.0,-9999.0,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
5513,2015-12-20,19:00,0.0,917.2,917.8,917.1,618,23.8,20.1,24.7,23.1,20.9,19.4,82,75,79,252,4.7,2.2,CO,MT,ALTO TAQUARI,A934,-17.81555555,-53.28749999,875.0
256932,2009-05-01,12:00,0.0,979.8,979.8,979.6,876,18.9,13.7,19.1,15.9,14.2,13.0,86,72,72,123,3.2,1.6,CO,MS,RIO BRILHANTE,A743,-21.77472221,-54.52805554,329.0
120535,2010-07-12,07:00,0.0,970.7,971.1,970.6,-9999,19.8,16.1,20.3,19.8,16.4,16.0,80,77,80,180,1.3,0.0,CO,MT,NOVA MARINGA,A928,-13.06555555,-57.15611111,353.0
204775,2009-05-08,13:00,0.0,997.3,997.3,996.8,897,25.8,20.1,25.8,22.5,20.5,19.7,86,71,71,272,2.9,0.1,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
111579,2021-03-31,03:00,-9999.0,916.4,916.7,916.4,0,18.9,16.6,20.3,18.9,17.3,16.4,87,83,87,55,1.8,0.0,CO,MT,ALTO TAQUARI,A934,-17.8411111,-53.28944444,862.42
74765,2003-09-01,05:00,0.0,890.1,890.6,890.1,-9999,19.9,14.0,20.4,19.9,14.1,13.7,69,66,69,77,4.0,1.7,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
238287,2007-09-11,15:00,0.0,939.6,940.3,939.6,3209,31.6,3.7,33.4,30.8,5.2,3.4,19,16,17,156,9.5,3.7,CO,GO,JATAI,A016,-17.92388888,-51.71777777,582.0
115056,2011-05-30,15:00,0.0,983.4,984.1,983.4,2416,27.8,14.2,28.3,26.2,16.4,13.9,54,42,43,113,8.5,3.8,CO,MT,RONDONOPOLIS,A907,-16.45,-54.56666666,284.0
383672,2008-07-16,08:00,0.0,975.8,976.3,975.8,-9999,14.8,8.0,15.8,14.8,8.1,7.9,64,59,64,60,5.5,2.4,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
197887,2010-12-22,07:00,0.0,961.9,962.2,961.9,-9999,22.1,20.6,22.3,21.7,20.8,20.3,92,91,91,32,1.9,0.7,CO,MT,TANGARA DA SERRA,A902,-14.65,-57.41666666,321.5
349564,2013-08-07,04:00,0.0,976.6,977.6,976.6,-9999,18.5,13.6,19.9,18.5,14.1,13.6,74,67,73,227,3.2,1.7,CO,GO,ARAGARCAS,A013,-15.90583333,-52.24388888,347.0
76280,2011-09-16,08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
102358,2006-10-15,22:00,0.2,970.4,970.4,968.9,-9999,26.6,21.5,29.9,26.6,24.7,21.1,80,67,74,28,7.8,3.2,CO,MT,S.J. DO RIO CLARO,A903,-13.45,-56.66666666,350.0
96587,2005-01-10,11:00,0.0,972.4,972.4,971.8,887,25.5,21.4,25.5,23.8,22.0,21.2,87,78,78,324,4.6,2.2,CO,MS,TRES LAGOAS,A704,-20.78999999,-51.71222222,313.0
295785,2013-12-25,09:00,0.0,900.2,900.2,899.7,16,18.0,17.3,18.0,17.5,17.3,16.8,95,95,95,37,1.4,0.3,CO,DF,AGUAS EMENDADAS,A045,-15.59638888,-47.62583332,1200.0
164354,2009-09-26,08:00,0.0,945.1,945.1,944.7,-9999,17.8,17.0,18.2,17.8,17.3,16.8,95,94,95,-9999,0.0,0.0,CO,MT,COMODORO,A913,-13.70861111,-59.76277777,591.0
9026,2019-04-24,15:00,0.0,979.2,980.1,979.2,2454,30.8,21.9,31.6,29.8,23.1,21.8,65,58,59,236,3.8,1.3,CO,MS,AGUA CLARA,A756,-20.44444,-52.87583,323.63
128100,2007-10-16,12:00,0.0,931.1,931.2,930.9,2031,29.9,8.8,30.2,28.0,10.2,8.2,35,26,27,74,5.0,3.2,CO,GO,MORRINHOS,A003,-17.71666667,-49.1,771.42
108845,2006-07-13,05:00,0.0,934.9,935.3,934.9,-9999,13.9,10.8,14.9,13.1,11.1,10.4,85,78,82,230,3.9,0.0,CO,GO,MORRINHOS,A003,-17.71666667,-49.1,771.42
226461,2007-12-15,21:00,0.0,915.5,915.9,915.5,224,25.7,17.5,26.8,25.7,17.5,16.2,61,53,60,13,5.8,2.3,CO,GO,POSSE,A017,-14.08916666,-46.36638888,834.0
281783,2012-04-27,23:00,0.0,956.6,956.6,956.0,-9999,21.7,19.1,22.8,21.7,19.3,18.9,85,80,85,324,1.9,0.2,CO,MS,CASSILANDIA,A742,-19.12249999,-51.72083332,516.0
48641,2020-09-26,04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,BATAGUASSU,A759,-21.750123,-52.471294,392.13
84043,2017-08-05,19:00,0.0,-9999.0,-9999.0,-9999.0,1918,26.4,7.6,27.0,26.1,9.8,7.5,35,30,30,82,7.0,3.0,CO,MS,CAMPO GRANDE,A702,-20.45,-54.6,530.0
277972,2009-09-25,04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
