index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
160288,2021-03-20,16:00,0.0,970.7,971.8,970.7,3695,28.4,23.6,28.4,26.6,23.7,22.5,80,74,75,236,6.6,2.3,CO,MT,JUINA,A920,-11.375126,-58.774785,365.39
292562,2008-03-01,02:00,0.0,978.5,978.5,978.1,-9999,22.3,21.5,22.4,22.2,21.5,21.2,96,94,95,29,2.4,0.4,CO,MT,PONTES E LACERDA,A937,-15.25111111,-59.34666666,256.0
231839,2019-12-24,10:00,2.0,928.5,929.8,928.4,24,19.2,17.4,19.4,18.9,17.4,16.9,90,86,89,2,7.4,3.4,CO,GO,MORRINHOS,A003,-17.745066,-49.101698,751.09
14006,2016-04-11,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,CORUMBA,A724,-18.99666666,-57.63749999,126.0
400526,2015-09-21,14:00,-9999.0,961.4,961.9,961.4,2555,33.7,13.4,33.8,29.8,18.6,13.4,50,28,29,236,8.4,3.9,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
271975,2016-08-24,09:00,0.0,885.6,885.6,884.9,-9999,15.8,13.8,17.6,15.7,14.6,13.8,89,81,88,88,7.5,3.6,CO,GO,CRISTALINA,A036,-16.78805555,-47.61166666,1202.0
409338,2013-06-03,18:00,-9999.0,971.7,972.9,971.7,2976,30.1,19.7,31.0,29.9,21.0,18.9,57,50,54,153,4.5,2.5,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
57963,2010-08-14,03:00,0.0,973.8,974.0,973.6,-9999,9.0,5.7,9.9,8.3,5.7,4.9,80,72,80,213,5.8,0.6,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
54243,2019-03-12,03:00,0.0,970.4,970.8,970.3,-9999,25.6,22.0,26.3,25.6,22.2,21.6,80,77,80,88,7.1,2.9,CO,MS,SELVIRIA,S717,-20.351444,-51.430222,374.0
347505,2019-11-28,09:00,-9999.0,949.6,949.6,949.5,-9999,22.3,-9999.0,22.6,22.3,-9999.0,-9999.0,-9999,-9999,-9999,236,0.0,0.0,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78583333,-57.8386111,525.41
33293,2021-03-09,05:00,0.0,997.2,997.6,997.1,-9999,26.3,21.7,26.6,26.1,22.5,21.6,80,75,76,249,1.2,0.0,CO,MS,CORUMBA,A724,-18.99667,-57.6375,111.73
50301,2008-07-09,21:00,0.0,987.9,987.9,987.8,683,30.6,17.6,31.9,30.6,18.0,15.2,47,37,46,145,1.8,0.0,CO,MT,VILA BELA DA SANTISSIMA TRINDADE,A922,-15.06277777,-59.87277777,222.0
124194,2008-01-28,05:00,0.0,943.8,944.3,943.8,-9999,21.7,20.5,21.8,21.6,20.6,20.5,93,93,93,316,3.5,1.6,CO,MT,COMODORO,A913,-13.70861111,-59.76277777,591.0
205028,2014-03-03,23:00,0.0,974.2,974.2,973.3,-9999,24.5,22.3,26.8,24.5,22.8,22.0,88,77,88,136,1.0,0.6,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
58906,2020-09-15,10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,LAGUNA CARAPA,S711,-22.575389,-55.160333,499.0
177898,2011-03-10,01:00,0.0,955.6,955.6,955.4,-9999,22.4,21.3,22.7,22.4,21.4,21.2,93,92,93,120,1.6,0.0,CO,MT,PARANATINGA,A915,-14.42138888,-54.03527777,474.0
347656,2019-03-15,03:00,0.0,887.7,888.1,887.7,-9999,21.7,18.8,22.0,20.6,19.4,18.5,89,84,84,15,1.9,1.0,CO,DF,BRASILIA,A001,-15.789343,-47.925756,1160.96
169356,2014-05-02,12:00,0.0,911.0,911.0,910.3,1434,20.1,13.0,20.1,17.0,13.5,12.3,77,64,64,111,2.1,0.8,CO,GO,SILVANIA,A037,-16.67694443,-48.61805554,949.0
304550,2014-10-07,14:00,0.0,973.4,973.7,973.4,3024,26.5,16.1,26.5,24.3,17.7,16.1,64,53,53,69,6.4,2.9,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
7779,2007-11-21,03:00,0.0,958.7,959.1,958.7,-9999,22.7,20.9,23.7,22.7,21.1,20.7,90,85,89,47,2.4,0.1,CO,MT,PARANATINGA,A915,-14.42138888,-54.03527777,474.0
52909,2010-01-15,13:00,0.0,964.4,964.4,964.2,2649,26.8,20.2,27.2,25.2,21.2,19.7,74,67,67,38,3.3,1.2,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
218853,2013-08-13,05:00,0.0,978.4,978.9,978.4,-9999,21.8,18.6,22.6,21.8,19.3,18.3,84,78,82,39,1.7,0.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
253872,2007-06-23,00:00,0.0,993.3,993.5,992.9,-9999,18.3,14.5,20.2,18.3,15.7,14.1,82,69,79,78,1.1,0.0,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
64607,2012-11-18,11:00,0.0,986.8,986.8,985.8,646,26.0,22.0,26.0,22.8,22.2,21.3,91,78,79,56,0.0,0.0,CO,MT,VILA BELA DA SANTISSIMA TRINDADE,A922,-15.06277777,-59.87277777,222.0
12229,2014-05-25,13:00,0.0,931.3,931.3,931.0,1653,22.6,18.2,22.6,20.0,19.7,17.2,98,74,77,-9999,-9999.0,-9999.0,CO,MT,ALTO ARAGUAIA,A909,-17.33944444,-53.22416666,753.0
176231,2020-05-17,21:00,-9999.0,980.7,980.7,980.6,360,26.4,15.5,31.3,26.4,19.7,15.5,51,47,51,306,2.3,0.0,CO,MT,RONDONOPOLIS,A907,-16.4625,-54.58027777,289.88
346227,2008-10-27,03:00,0.0,938.5,938.9,938.5,-9999,22.1,19.9,24.0,22.1,20.2,19.4,88,78,88,240,1.9,0.0,CO,GO,JATAI,A016,-17.92388888,-51.71777777,582.0
37405,2019-07-21,02:00,0.0,972.1,972.1,972.0,-9999,21.5,12.0,22.4,21.5,12.1,11.9,54,52,54,268,8.3,4.1,CO,MS,JUTI,A749,-22.85721,-54.605634,375.18
292925,2016-01-12,07:00,0.0,934.5,935.1,934.5,-9999,22.1,20.1,22.3,22.0,20.1,20.0,89,87,89,353,9.0,5.2,CO,GO,PARAUNA,A027,-16.94583333,-50.42527777,678.0
303612,2019-03-04,23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,RONDONOPOLIS,A907,-16.462419,-54.580151,289.88
81573,2010-01-29,21:00,0.0,879.1,879.1,878.8,105,23.2,18.6,24.2,23.2,19.1,17.9,76,68,75,159,3.2,1.3,CO,GO,CRISTALINA,A036,-16.78805555,-47.61166666,1202.0
367494,2010-05-03,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,PARANATINGA,A915,-14.42138888,-54.03527777,474.0
109666,2006-08-16,10:00,0.0,931.3,931.3,930.9,24,15.1,10.2,15.2,13.2,10.5,9.8,82,72,72,217,2.3,0.0,CO,GO,MORRINHOS,A003,-17.71666667,-49.1,771.42
256341,2013-11-23,05:00,0.0,984.2,984.3,984.0,-9999,20.3,19.4,20.4,19.7,19.5,18.7,95,93,95,331,0.9,0.2,CO,MS,BELA VISTA,A757,-22.10083333,-56.53999999,208.0
399093,2015-07-23,21:00,0.0,968.2,968.2,967.6,156,21.1,17.5,22.6,21.1,17.5,17.1,80,71,80,236,2.5,0.3,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
167164,2020-03-24,15:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,BANDEIRANTES,S703,-19.945539,-54.368533,624.0
262361,2020-11-13,17:00,0.0,970.1,971.5,970.1,2619,32.9,15.0,33.1,31.5,16.8,13.1,39,30,34,353,5.6,0.9,CO,MS,ITAQUIRAI,A752,-23.449501,-54.181858,337.82
280063,2016-07-26,09:00,0.0,969.7,969.7,969.3,-9999,19.9,11.3,20.5,19.8,11.3,11.0,58,55,58,105,0.0,0.0,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
61767,2016-01-12,15:00,4.4,958.3,958.8,958.3,2386,24.4,21.6,29.3,24.1,26.5,21.2,86,82,84,16,9.4,3.2,CO,MT,PARANATINGA,A915,-14.42138888,-54.03527777,474.0
19653,2020-03-27,21:00,-9999.0,951.7,951.9,951.4,478,26.9,21.4,28.7,26.8,22.6,20.7,77,63,72,115,8.5,2.5,CO,MS,SONORA,A761,-17.63527777,-54.76055555,495.25
179241,2008-04-18,09:00,0.0,960.0,960.0,959.8,-9999,20.4,19.7,20.8,20.4,20.0,19.7,96,95,96,217,3.5,2.4,CO,MT,NOVA UBIRATA,A929,-13.68638888,-54.95611111,518.0
35563,2013-01-22,19:00,0.0,974.4,975.7,974.4,2378,32.6,18.7,32.6,31.1,20.8,18.1,52,44,44,151,5.7,2.4,CO,MS,TRES LAGOAS,A704,-20.78999999,-51.71222222,313.0
199008,2020-11-08,11:00,0.0,971.8,971.9,971.4,637,28.7,14.8,28.7,25.9,16.3,14.4,54,42,43,74,3.2,1.7,CO,MS,ITAPORA,S710,-22.092833,-54.798833,360.0
183133,2020-01-18,00:00,0.0,988.9,988.9,987.7,-9999,26.0,-9999.0,26.7,25.9,-9999.0,-9999.0,-9999,-9999,-9999,7,3.2,2.1,CO,MT,SAO FELIX  DO ARAGUAIA,A921,-11.61888888,-50.72777777,201.37
18466,2003-02-02,10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,PONTA PORA,A703,-22.5525,-55.71638888,675.0
86717,2008-10-22,16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,ITAQUIRAI,A752,-23.44944444,-54.18166666,336.0
316782,2021-04-30,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,GUARANTA DO NORTE,A906,-9.9525,-54.89777777,283.58
182149,2020-01-19,11:00,0.0,984.9,984.9,984.4,332,25.6,23.8,25.6,24.7,23.8,23.1,91,90,90,179,2.0,0.5,CO,MS,PEDRO GOMES,S714,-18.07277777,-54.54888888,251.0
400200,2015-09-08,00:00,-9999.0,953.1,953.2,952.5,-9999,27.9,16.2,28.5,27.9,16.3,15.5,49,46,49,236,5.6,3.1,CO,MS,AMAMBAI,A750,-23.0025,-55.32944443,431.0
61542,2008-07-15,17:00,0.0,975.7,976.6,975.7,2449,27.1,5.2,27.3,26.0,6.1,4.6,29,24,25,35,9.5,3.8,CO,MS,MARACAJU,A731,-21.60916666,-55.17777777,400.0
387898,2016-02-28,10:00,0.0,915.2,915.3,914.9,47,21.6,20.1,21.7,21.1,20.2,19.8,92,90,91,185,0.5,0.0,CO,GO,CATALAO,A034,-18.15777777,-47.92638888,890.0
37767,2004-04-19,15:00,0.0,1009.3,1012.2,1009.3,-9999,33.0,22.2,33.2,31.6,23.0,21.4,59,51,53,280,5.2,2.6,CO,MT,CUIABA,A901,-15.55916666,-56.72944443,240.0
233701,2011-02-23,04:00,-9999.0,975.6,975.7,975.6,-9999,22.6,21.8,23.0,22.6,22.2,21.8,96,95,95,344,2.2,0.2,CO,MT,SALTO DO CEU,A936,-15.13583333,-58.115,303.0
9114,2015-05-19,20:00,0.0,1003.3,1003.5,1003.3,841,28.0,19.4,29.1,28.0,20.3,19.4,61,57,59,146,4.8,1.8,CO,MS,NHUMIRIM,A717,-18.98888888,-56.62305554,91.0
403488,2011-10-14,00:00,0.0,932.4,932.4,932.1,-9999,25.5,19.6,28.5,25.5,19.8,19.3,70,58,70,69,7.9,2.7,CO,GO,PARAUNA,A027,-16.94583333,-50.42527777,678.0
210557,2020-04-14,03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,MIRANDA,A722,-20.39555555,-56.43166666,132.49
295121,2009-09-09,17:00,0.0,986.4,987.6,986.4,2780,34.5,18.6,35.3,33.0,19.7,16.7,45,34,39,323,4.8,2.3,CO,MT,APIACAS,A910,-9.56388888,-57.3936111,220.0
204668,2020-07-01,07:00,0.0,944.4,944.4,944.2,-9999,18.2,12.8,18.5,18.0,12.9,12.7,72,69,71,24,1.4,0.7,CO,GO,IPORA,A028,-16.42305554,-51.14888888,610.41
250391,2012-09-30,23:00,0.0,971.5,971.5,971.1,-9999,24.5,21.3,26.2,24.5,22.2,20.7,86,72,83,95,0.9,0.3,CO,MT,S.J. DO RIO CLARO,A903,-13.45,-56.66666666,350.0
262067,2020-01-12,22:00,0.0,966.3,966.3,965.4,214,30.8,22.3,31.8,30.7,22.4,21.4,61,54,61,104,4.0,0.6,CO,MS,IVINHEMA,A709,-22.30055555,-53.82277777,377.36
249840,2011-12-27,15:00,0.2,964.8,965.1,964.8,3303,29.3,21.1,29.4,27.6,22.4,20.4,70,59,61,283,5.1,2.6,CO,MT,AGUA BOA,A908,-14.01611111,-52.21222222,432.0
169846,2012-09-12,10:00,0.0,938.7,938.7,937.5,80,18.2,11.6,18.2,16.1,12.0,11.3,77,65,65,147,2.6,0.5,CO,GO,JATAI,A016,-17.92388888,-51.71777777,582.0
92849,2014-05-13,20:00,0.0,957.6,957.7,957.1,504,27.6,13.6,29.5,27.6,13.9,10.6,43,31,42,158,3.3,0.1,CO,MS,CASSILANDIA,A742,-19.12249999,-51.72083332,516.0
118414,2020-06-24,22:00,0.0,960.1,960.1,959.8,32,25.3,15.7,28.8,25.3,15.9,15.4,56,44,55,236,4.4,2.2,CO,MT,TANGARA DA SERRA,A902,-14.65,-57.43166666,440.01
364496,2009-08-11,08:00,0.0,916.7,916.8,916.6,-9999,12.0,8.2,12.4,12.0,8.4,8.1,77,76,77,177,5.9,3.0,CO,GO,CATALAO,A034,-18.15777777,-47.92638888,890.0
302877,2015-07-29,21:00,0.0,986.0,986.0,985.7,186,34.3,9.0,35.6,33.9,11.9,8.9,25,20,21,205,2.1,0.8,CO,MT,CUIABA,A901,-15.55916666,-56.72944443,240.0
60830,2017-12-11,14:00,0.0,962.0,962.2,962.0,2287,29.5,17.8,29.5,27.9,18.8,16.6,57,46,49,192,5.9,3.0,CO,MS,PARANAIBA,A710,-19.69527777,-51.18138888,424.0
